1 _ 1				1 _ 2				1 _ 3				1 _ 4				1 _ 5				1 _ 6			
Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1	Время	Сила	Ход	Экст.1
сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм	сек	Н	мм	мм
42,3	161,6279	702,1952	226,9484	42,3	118,44	702,1951	191,0845	42,3	93,76447	702,1952	178,7084	42,3	83,1461	702,195	173,8396	42,3	77,35332	702,1951	175,052	42,3	73,55769	702,1951	170,2665
42,32	161,7495	702,5284	227,0196	42,32	118,626	702,5283	191,2308	42,32	93,95123	702,5285	178,7917	42,32	83,35114	702,5286	173,9152	42,32	77,48127	702,5286	175,1391	42,32	73,72935	702,5284	170,3141
42,34	161,5898	702,8619	227,0234	42,34	118,9248	702,8619	191,3179	42,34	94,1825	702,8617	178,8871	42,34	83,50054	702,8619	173,9985	42,34	77,59174	702,8618	175,2027	42,34	73,94234	702,8619	170,3974
42,36	162,1	703,1951	227,2015	42,36	119,2093	703,195	191,4012	42,36	94,4066	703,1951	178,9341	42,36	83,59512	703,1952	174,0341	42,36	77,66962	703,1952	175,3095	42,36	74,03612	703,1951	170,421
42,38	162,2566	703,5284	227,3045	42,38	119,3976	703,5284	191,5004	42,38	94,57906	703,5283	179,053	42,38	83,78347	703,5286	174,2045	42,38	77,84685	703,5285	175,3292	42,38	74,09254	703,5284	170,5081
42,4	162,3591	703,8619	227,3045	42,4	119,6376	703,8619	191,6033	42,4	94,70463	703,8617	179,1127	42,4	83,96944	703,8619	174,2916	42,4	78,04712	703,8619	175,4761	42,4	74,11082	703,8618	170,6588
42,42	162,4401	704,1952	227,4075	42,42	119,8888	704,195	191,6548	42,42	94,83496	704,1951	179,1878	42,42	84,14984	704,1952	174,3628	42,42	78,19494	704,1951	175,4799	42,42	74,265	704,1952	170,7579
42,44	162,8192	704,5284	227,4946	42,44	120,1741	704,5284	191,7655	42,44	95,1004	704,5285	179,3067	42,44	84,29925	704,5283	174,3666	42,44	78,30222	704,5283	175,6064	42,44	74,49706	704,5284	170,8329
42,46	162,878	704,8619	227,5823	42,46	120,4387	704,8616	191,8608	42,46	95,34836	704,8617	179,4179	42,46	84,42084	704,862	174,4696	42,46	78,44051	704,8619	175,7056	42,46	74,63376	704,8619	170,9836
42,48	163,0759	705,1951	227,6694	42,48	120,6589	705,1951	191,9359	42,48	95,50174	705,1951	179,4809	42,48	84,5472	705,1952	174,5446	42,48	78,58276	705,1951	175,8442	42,48	74,69813	705,1952	171,0943
42,5	163,3994	705,5283	227,6853	42,5	120,9625	705,5284	192,0827	42,5	95,67023	705,5284	179,4809	42,5	84,66959	705,5285	174,6597	42,5	78,75681	705,5286	175,848	42,5	74,79509	705,5283	171,1578
42,52	163,3724	705,8619	227,8315	42,52	121,2374	705,8616	192,1819	42,52	95,86572	705,8616	179,568	42,52	84,81661	705,862	174,7506	42,52	78,89748	705,8618	175,8683	42,52	74,96754	705,8619	171,1814
42,54	163,5265	706,1951	227,911	42,54	121,4115	706,1951	192,2054	42,54	96,11845	706,1952	179,6436	42,54	84,9851	706,1952	174,8225	42,54	79,00159	706,1951	176,0184	42,54	75,1853	706,195	171,2646
42,56	163,877	706,5286	228,0019	42,56	121,6213	706,5283	192,2569	42,56	96,34734	706,5284	179,7899	42,56	85,18219	706,5286	174,9096	42,56	79,14066	706,5286	176,1456	42,56	75,32915	706,5284	171,4115
42,58	163,904	706,8619	228,0928	42,58	121,9336	706,8618	192,3561	42,58	96,54999	706,8618	179,889	42,58	85,38405	706,8619	174,9884	42,58	79,29246	706,8618	176,1971	42,58	75,40544	706,8618	171,5107
42,6	164,0367	707,1951	228,0928	42,6	122,2285	707,1951	192,4667	42,6	96,75344	707,1951	179,9208	42,6	85,5414	707,1952	175,0679	42,6	79,43233	707,1951	176,2918	42,6	75,50637	707,1951	171,4433
42,62	164,4111	707,5284	228,2632	42,62	122,4391	707,5284	192,55	42,62	96,9696	707,5284	180,0079	42,62	85,69559	707,5284	175,1232	42,62	79,56028	707,5284	176,3236	42,62	75,60968	707,5284	171,538
42,64	164,4969	707,8618	228,3548	42,64	122,6266	707,8618	192,6613	42,64	97,11981	707,8618	180,1345	42,64	85,85771	707,8619	175,1989	42,64	79,70572	707,8619	176,5175	42,64	75,72651	707,8618	171,6766
42,66	164,5541	708,1953	228,3662	42,66	122,9056	708,1951	192,7363	42,66	97,29942	708,1951	180,1427	42,66	86,00553	708,1952	175,3292	42,66	79,83843	708,1951	176,5849	42,66	75,81631	708,1952	171,772
42,68	164,8315	708,5283	228,5207	42,68	123,1432	708,5284	192,887	42,68	97,51955	708,5285	180,2101	42,68	86,17878	708,5285	175,4004	42,68	79,93936	708,5285	176,6485	42,68	75,95937	708,5283	171,8038
42,7	164,9094	708,8619	228,5328	42,7	123,3697	708,8619	192,9067	42,7	97,70314	708,8617	180,3608	42,7	86,356	708,8619	175,5079	42,7	80,0244	708,8619	176,6682	42,7	76,1803	708,8619	171,9583
42,72	165,0238	709,1951	228,6752	42,72	123,6749	709,1949	193,0059	42,72	97,91692	709,1952	180,4123	42,72	86,51575	709,1952	175,5117	42,72	80,23024	709,195	176,7514	42,72	76,29474	709,1951	172,053
42,74	165,3425	709,5284	228,6949	42,74	123,9308	709,5284	193,1362	42,74	98,0854	709,5284	180,4358	42,74	86,74463	709,5286	175,6935	42,74	80,44164	709,5286	176,8665	42,74	76,36786	709,5284	172,0727
42,76	165,4434	709,8619	228,7903	42,76	124,2336	709,8618	193,1801	42,76	98,29203	709,8618	180,5229	42,76	86,86304	709,8619	175,7654	42,76	80,6284	709,8618	176,9301	42,76	76,49422	709,862	172,1287
42,78	165,4879	710,1951	228,9009	42,78	124,4783	710,1949	193,2513	42,78	98,50502	710,1952	180,6698	42,78	87,01086	710,1952	175,8442	42,78	80,75555	710,1951	177,0089	42,78	76,66667	710,1951	172,2476
42,8	165,7844	710,5285	229,0637	42,8	124,7279	710,5285	193,3384	42,8	98,7045	710,5284	180,7728	42,8	87,16583	710,5284	175,8722	42,8	80,85092	710,5284	177,0922	42,8	76,8288	710,5284	172,3385
42,82	166,0331	710,8618	229,147	42,82	125,0847	710,8618	193,505	42,82	98,89921	710,8618	180,8319	42,82	87,35895	710,8619	175,9396	42,82	81,00748	710,8619	177,1755	42,82	76,98059	710,8618	172,3862
42,84	166,2223	711,1952	229,2461	42,84	125,285	711,1951	193,5323	42,84	99,15352	711,1951	180,9152	42,84	87,52107	711,1952	175,9949	42,84	81,19583	711,1951	177,3217	42,84	77,12682	711,1952	172,4173
42,86	166,3923	711,5284	229,25	42,86	125,471	711,5284	193,6156	42,86	99,41339	711,5284	181,0614	42,86	87,61644	711,5285	176,0184	42,86	81,38259	711,5286	177,3338	42,86	77,24841	711,5284	172,568
42,88	166,525	711,8619	229,25	42,88	125,7475	711,8617	193,711	42,88	99,66692	711,8618	181,1447	42,88	87,7579	711,862	176,1532	42,88	81,52406	711,8618	177,3574	42,88	77,33583	711,8619	172,7422
42,9	166,7086	712,1951	229,3371	42,9	125,9867	712,1951	193,8019	42,9	99,84493	712,1952	181,2477	42,9	87,9701	712,1951	176,3198	42,9	81,65598	712,195	177,4368	42,9	77,46776	712,1951	172,8611
42,92	166,8803	712,5284	229,4674	42,92	126,2832	712,5283	193,8693	42,92	99,96732	712,5284	181,331	42,92	88,23633	712,5286	176,4304	42,92	81,84035	712,5286	177,5163	42,92	77,60286	712,5284	172,9527
42,94	166,9494	712,8619	229,5507	42,94	126,5009	712,8618	193,9487	42,94	100,2057	712,8618	181,4302	42,94	88,44138	712,8619	176,5022	42,94	81,93175	712,8618	177,5951	42,94	77,77135	712,8618	172,9565
42,96	167,1688	713,1951	229,6422	42,96	126,7099	713,1949	193,9761	42,96	100,4521	713,1952	181,5249	42,96	88,57489	713,1952	176,5811	42,96	81,98579	713,1951	177,7064	42,96	77,95016	713,1951	173,0156
42,98	167,4358	713,5284	229,7452	42,98	126,9817	713,5284	194,1032	42,98	100,6818	713,5284	181,6165	42,98	88,69409	713,5285	176,6485	42,98	82,19719	713,5286	177,8094	42,98	78,05427	713,5284	173,0156
43	167,4652	713,8618	229,8323	43	127,2535	713,8618	194,2736	43	100,8415	713,8618	181,6915	43	88,88245	713,8619	176,6764	43	82,3903	713,8619	177,8723	43	78,12738	713,8618	173,1542
43,02	167,6138	714,1952	229,9353	43,02	127,5714	714,195	194,301	43,02	100,9941	714,1951	181,7672	43,02	89,11371	714,1953	176,6764	43,02	82,53416	714,1951	177,9753	43,02	78,23149	714,1952	173,2928
43,04	167,9373	714,5284	230,0027	43,04	127,8385	714,5285	194,3448	43,04	101,2874	714,5285	181,771	43,04	89,34339	714,5284	176,8742	43,04	82,63667	714,5284	178,0828	43,04	78,35626	714,5283	173,3329
43,06	168,0668	714,8619	230,0854	43,06	128,111	714,8616	194,4237	43,06	101,525	714,8616	181,8301	43,06	89,4761	714,8619	176,9854	43,06	82,77416	714,8619	178,1775	43,06	78,52316	714,8619	173,3958
43,08	168,1733	715,1951	230,1013	43,08	128,3956	715,1951	194,5585	43,08	101,7094	715,1952	181,9611	43,08	89,56035	715,1951	176,9931	43,08	83,0253	715,195	178,229	43,08	78,7131	715,1951	173,5191
43,1	168,4459	715,5284	230,2602	43,1	128,6086	715,5284	194,6259	43,1	101,8977	715,5284	182,0997	43,1	89,72884	715,5286	177,0922	43,1	83,2049	715,5286	178,3358	43,1	78,85456	715,5283	173,598
43,12	168,6152	715,8619	230,3588	43,12	128,9121	715,8618	194,7289	43,12	102,1266	715,8616	182,1073	43,12	89,86632	715,8619	177,1832	43,12	83,3861	715,8618	178,4751	43,12	78,99205	715,8619	173,6539
43,14	168,8027	716,1951	230,4579	43,14	129,1951	716,1951	194,8242	43,14	102,4373	716,1952	182,1035	43,14	90,07533	716,1951	177,33	43,14	83,48306	716,1951	178,5107	43,14	79,12715	716,1951	173,6615
43,16	169,0435	716,5284	230,4662	43,16	129,4677	716,5284	194,9189	43,16	102,6503	716,5283	182,183	43,16	90,31931	716,5286	177,3574	43,16	83,60227	716,5286	178,5895	43,16	79,29325	716,5284	173,6813
43,18	169,1246	716,8618	230,5648	43,18	129,7712	716,8618	195,0105	43,18	102,8164	716,8618	182,3533	43,18	90,54581	716,8619	177,3338	43,18	83,79936	716,8618	178,6092	43,18	79,45617	716,8618	173,9349
43,2	169,3368	717,1952	230,6283	43,2	129,9667	717,1949	195,1764	43,2	103,0691	717,1951	182,4404	43,2	90,68012	717,1952	177,4368	43,2	83,93685	717,1951	178,772	43,2	79,60717	717,1951	174,0023
43,22	169,6006	717,5285	230,807	43,22	130,1861	717,5284	195,1962	43,22	103,3235	717,5284	182,4996	43,22	90,8351	717,5284	177,5163	43,22	84,03301	717,5285	178,8629	43,22	79,79552	717,5285	174,0023
43,24	169,7056	717,8619	230,8896	43,24	130,4444	717,8618	195,1962	43,24	103,5515	717,8618	182,5352	43,24	91,03378	717,8619	177,6231	43,24	84,22772	717,8618	178,8788	43,24	79,94096	717,8618	174,0379
43,26	169,8271	718,1952	230,9055	43,26	130,7448	718,1951	195,2915	43,26	103,7478	718,1951	182,7374	43,26	91,27776	718,1952	177,7261	43,26	84,42323	718,1951	178,9303	43,26	80,02837	718,1952	174,2045
43,28	170,0878	718,5284	231,06	43,28	131,1016	718,5284	195,5172	43,28	103,9402	718,5286	182,8124	43,28	91,47326	718,5286	177,8723	43,28	84,54482	718,5286	179,0415	43,28	80,13487	718,5283	174,359
43,3	170,2436	718,8619	231,0797	43,3	131,3178	718,8617	195,5172	43,3	104,1563	718,8616	182,8721	43,3	91,66559	718,8619	177,9556	43,3	84,62985	718,8618	179,184	43,3	80,25726	718,8619	174,359
43,32	170,3882	719,1951	231,1554	43,32	131,58	719,1949	195,549	43,32	104,3852	719,1952	182,9077	43,32	91,84519	719,1952	178,051	43,32	84,85476	719,1951	179,3029	43,32	80,44402	719,1951	174,3863
43,34	170,6139	719,5285	231,2501	43,34	131,8479	719,5284	195,6202	43,34	104,6077	719,5284	183,0819	43,34	92,02242	719,5286	178,0904	43,34	85,1647	719,5284	179,3264	43,34	80,57674	719,5284	174,4734
43,36	170,7959	719,8619	231,3296	43,36	132,0632	719,8618	195,8065	43,36	104,8183	719,8617	183,1614	43,36	92,175	719,8619	178,1934	43,36	85,33398	719,8619	179,4491	43,36	80,69833	719,8619	174,6362
43,38	170,9572	720,1949	231,3296	43,38	132,3819	720,1951	195,9292	43,38	105,052	720,1953	183,2167	43,38	92,27435	720,1953	178,3403	43,38	85,41743	720,1951	179,4535	43,38	80,86761	720,195	174,7309
43,4	171,1528	720,5283	231,4091	43,4	132,6513	720,5286	195,9845	43,4	105,2872	720,5284	183,3159	43,4	92,47382	720,5284	178,3835	43,4	85,43094	720,5284	179,465	43,4	81,0051	720,5284	174,7983
43,42	171,3061	720,8618	231,5909	43,42	132,8993	720,8617	196,1594	43,42	105,5201	720,8618	183,4068	43,42	92,70033	720,8619	178,4077	43,42	85,64233	720,862	179,6354	43,42	81,16484	720,8618	174,8225
43,44	171,4993	721,1952	231,6825	43,44	133,2227	721,1951	196,2859	43,44	105,7649	721,1951	183,4977	43,44	92,8847	721,1952	178,4751	43,44	85,9197	721,1951	179,7384	43,44	81,32776	721,1951	174,8778
43,46	171,6828	721,5284	231,7772	43,46	133,4969	721,5284	196,2821	43,46	106,0343	721,5284	183,534	43,46	92,99676	721,5284	178,5062	43,46	86,12235	721,5286	179,8019	43,46	81,51054	721,5283	174,9884
43,48	171,8315	721,8619	231,8726	43,48	133,791	721,8617	196,345	43,48	106,2862	721,8618	183,6249	43,48	93,17875	721,862	178,6811	43,48	86,23839	721,8618	179,889	43,48	81,68777	721,8619	175,0717
43,5	172,0778	722,1951	231,8726	43,5	134,0516	722,1951	196,5078	43,5	106,5302	722,1952	183,712	43,5	93,4728	722,195	178,7637	43,5	86,33852	722,1951	179,9762	43,5	81,83321	722,1951	175,1156
43,52	172,2749	722,5284	232,0309	43,52	134,2956	722,5284	196,5275	43,52	106,806	722,5284	183,7991	43,52	93,70566	722,5286	178,8629	43,52	86,48872	722,5286	180,0594	43,52	81,94765	722,5284	175,1429
43,54	172,4124	722,8619	232,146	43,54	134,6016	722,8619	196,6305	43,54	106,9999	722,8618	183,8468	43,54	93,87254	722,8619	178,9303	43,54	86,6588	722,8618	180,1345	43,54	82,09864	722,8618	175,333
43,56	172,569	723,1952	232,2089	43,56	134,8519	723,1951	196,682	43,56	107,2399	723,1951	183,9301	43,56	94,03229	723,1952	178,9583	43,56	86,80264	723,1952	180,2101	43,56	82,28223	723,1951	175,4678
43,58	172,7486	723,5285	232,2922	43,58	135,1237	723,5285	196,7971	43,58	107,5045	723,5284	184,0331	43,58	94,18408	723,5286	179,0295	43,58	87,04265	723,5284	180,2375	43,58	82,35613	723,5284	175,5829
43,6	172,9377	723,8618	232,3952	43,6	135,4003	723,8618	196,8644	43,6	107,6961	723,8618	184,1119	43,6	94,3772	723,8619	179,1089	43,6	87,2016	723,8619	180,3328	43,6	82,4976	723,8618	175,6064
43,62	173,0681	724,1952	232,4785	43,62	135,6427	724,1951	196,9872	43,62	107,886	724,1951	184,199	43,62	94,67999	724,1952	179,2157	43,62	87,32716	724,1949	180,432	43,62	82,68674	724,1952	175,7609
43,64	173,1841	724,5284	232,4785	43,64	135,9113	724,5285	197,0425	43,64	108,1355	724,5284	184,2035	43,64	94,93192	724,5284	179,3302	43,64	87,50677	724,5284	180,4994	43,64	82,89258	724,5283	175,7654
43,66	173,3891	724,8619	232,5776	43,66	136,23	724,8618	197,1257	43,66	108,4836	724,8616	184,3262	43,66	95,13299	724,862	179,402	43,66	87,72771	724,8619	180,5191	43,66	83,04119	724,8619	175,7889
43,68	173,6061	725,195	232,5853	43,68	136,5463	725,1951	197,1772	43,68	108,7054	725,1952	184,4133	43,68	95,22836	725,1951	179,402	43,68	88,00745	725,195	180,6653	43,68	83,15484	725,1952	175,8798
43,7	173,7316	725,5284	232,6527	43,7	136,8546	725,5284	197,2764	43,7	108,8675	725,5284	184,4527	43,7	95,31737	725,5286	179,4491	43,7	88,13937	725,5286	180,7683	43,7	83,3416	725,5283	176,0146
43,72	173,862	725,8619	232,7995	43,72	137,1821	725,8618	197,3712	43,72	109,0964	725,8617	184,4883	43,72	95,52876	725,8619	179,5565	43,72	88,24269	725,8619	180,8993	43,72	83,51247	725,8619	176,0146
43,74	174,0917	726,195	232,8192	43,74	137,4149	726,1951	197,4824	43,74	109,3737	726,1952	184,6867	43,74	95,75128	726,1952	179,6157	43,74	88,36508	726,1952	180,9788	43,74	83,67776	726,1951	176,0502
43,76	174,315	726,5286	232,9184	43,76	137,6541	726,5284	197,5339	43,76	109,6821	726,5284	184,7382	43,76	96,04454	726,5286	179,7307	43,76	88,55978	726,5284	181,0023	43,76	83,78664	726,5286	176,1176
43,78	174,4525	726,8618	233,017	43,78	137,9895	726,8618	197,6604	43,78	109,8911	726,8618	184,817	43,78	96,2623	726,8619	179,8255	43,78	88,8586	726,8618	181,0856	43,78	83,88201	726,8618	176,2244
43,8	174,5915	727,1952	233,0888	43,8	138,2486	727,1951	197,7596	43,8	110,1391	727,1951	184,8526	43,8	96,43317	727,1952	179,9126	43,8	89,02232	727,1951	181,256	43,8	84,08626	727,1952	176,3992
43,82	174,7958	727,5284	233,1994	43,82	138,5109	727,5284	197,8385	43,82	110,4474	727,5285	185,0154	43,82	96,56509	727,5285	179,98	43,82	89,10577	727,5286	181,2515	43,82	84,30878	727,5284	176,4901
43,84	174,9492	727,8618	233,3183	43,84	138,7191	727,8617	197,9497	43,84	110,6803	727,8618	185,126	43,84	96,78284	727,8619	180,0556	43,84	89,26392	727,8619	181,2719	43,84	84,47726	727,8618	176,5258
43,86	175,0453	728,1952	233,3819	43,86	139,0386	728,1951	198,0247	43,86	110,8718	728,1951	185,1775	43,86	97,05225	728,1951	180,1586	43,86	89,44909	728,195	181,4264	43,86	84,59886	728,1951	176,6408
43,88	175,2154	728,5283	233,5479	43,88	139,3525	728,5284	198,1837	43,88	111,1356	728,5285	185,2887	43,88	97,29544	728,5286	180,2139	43,88	89,64777	728,5286	181,5764	43,88	84,71489	728,5283	176,7438
43,9	175,4133	728,8619	233,5676	43,9	139,5639	728,8618	198,2746	43,9	111,3629	728,8616	185,3676	43,9	97,49413	728,8619	180,2419	43,9	89,79241	728,8618	181,6165	43,9	84,90324	728,862	176,7356
43,92	175,5706	729,1951	233,6508	43,92	139,8738	729,195	198,3026	43,92	111,626	729,1952	185,4394	43,92	97,62764	729,1951	180,3525	43,92	90,05228	729,1951	181,6362	43,92	85,07252	729,1951	176,7832
43,94	175,7431	729,5285	233,6508	43,94	140,214	729,5284	198,3496	43,94	111,8032	729,5283	185,475	43,94	97,87639	729,5285	180,4949	43,94	90,26369	729,5284	181,7786	43,94	85,22908	729,5284	176,9377
43,96	175,9465	729,8618	233,7341	43,96	140,5001	729,8618	198,4291	43,96	112,0782	729,8618	185,5939	43,96	98,08938	729,8619	180,5267	43,96	90,37574	729,8618	181,8301	43,96	85,38008	729,8619	176,9892
43,98	176,1285	730,1951	233,8098	43,98	140,7727	730,1949	198,5359	43,98	112,4048	730,1952	185,7643	43,98	98,29839	730,1953	180,61	43,98	90,50051	730,1951	181,8301	43,98	85,53267	730,1951	176,9892
44	176,3598	730,5286	233,9007	44	141,0063	730,5286	198,5359	44	112,6242	730,5283	185,8393	44	98,50025	730,5284	180,7728	44	90,71032	730,5285	181,9331	44	85,76314	730,5284	177,0961
44,02	176,5784	730,8618	233,9878	44,02	141,3298	730,8616	198,7184	44,02	112,9158	730,8618	185,9341	44,02	98,65681	730,862	180,8796	44,02	91,01709	730,8619	182,0246	44,02	85,89983	730,8619	177,2664
44,04	176,7103	731,1952	234,059	44,04	141,6779	731,1951	198,8055	44,04	113,1137	731,1951	186,0491	44,04	98,89285	731,1951	180,9031	44,04	91,24835	731,195	182,1512	44,04	86,01427	731,1951	177,2823
44,06	176,8994	731,5284	234,1423	44,06	141,9822	731,5284	198,9085	44,06	113,3577	731,5284	186,0886	44,06	99,10425	731,5286	180,9985	44,06	91,35167	731,5286	182,1588	44,06	86,22169	731,5283	177,3141
44,08	177,1418	731,8619	234,2294	44,08	142,2795	731,8618	198,9676	44,08	113,67	731,8618	186,1089	44,08	99,31882	731,862	181,1447	44,08	91,47247	731,8618	182,258	44,08	86,47442	731,8619	177,3656
44,1	177,3032	732,1951	234,2332	44,1	142,467	732,1951	199,0433	44,1	113,9188	732,1952	186,156	44,1	99,56201	732,1951	181,1409	44,1	91,6632	732,1951	182,3533	44,1	86,70648	732,1951	177,5436
44,12	177,5074	732,5284	234,3089	44,12	142,7253	732,5283	199,1304	44,12	114,2494	732,5284	186,2634	44,12	99,77499	732,5285	181,1447	44,12	91,88573	732,5286	182,4322	44,12	86,82092	732,5284	177,5634
44,14	177,6751	732,8619	234,471	44,14	143,0877	732,8619	199,2652	44,14	114,4846	732,8618	186,299	44,14	99,99991	732,8619	181,2719	44,14	92,0248	732,8618	182,6026	44,14	86,97033	732,8618	177,5436
44,16	177,7832	733,1951	234,4907	44,16	143,3404	733,1951	199,3523	44,16	114,7985	733,1951	186,3664	44,16	100,1652	733,1952	181,3507	44,16	92,12891	733,1951	182,6305	44,16	87,15073	733,1951	177,6307
44,18	178,0033	733,5284	234,5619	44,18	143,6377	733,5284	199,372	44,18	115,0433	733,5284	186,4611	44,18	100,4052	733,5286	181,5211	44,18	92,34666	733,5284	182,7253	44,18	87,28425	733,5284	177,7337
44,2	178,2092	733,8618	234,7247	44,2	143,9492	733,8619	199,5068	44,2	115,2102	733,8618	186,6194	44,2	100,7017	733,8619	181,6324	44,2	92,58191	733,8619	182,8683	44,2	87,40187	733,8618	177,817
44,22	178,3307	734,1951	234,8042	44,22	144,2067	734,1951	199,5856	44,22	115,4693	734,1951	186,6512	44,22	100,8924	734,1952	181,6998	44,22	92,80682	734,1951	182,9592	44,22	87,57909	734,1952	177,9003
44,24	178,5167	734,5283	234,9072	44,24	144,5119	734,5284	199,681	44,24	115,7188	734,5286	186,8216	44,24	101,0879	734,5284	181,7112	44,24	92,95464	734,5284	182,9751	44,24	87,79049	734,5283	178,0942
44,26	178,7305	734,8619	234,9586	44,26	144,8584	734,8617	199,7802	44,26	116,0653	734,8617	186,8299	44,26	101,258	734,8619	181,8301	44,26	93,16921	734,8619	183,1334	44,26	87,94705	734,8618	178,1934
44,28	178,9037	735,195	235,0534	44,28	145,1763	735,1951	199,8552	44,28	116,3292	735,1953	186,9284	44,28	101,4805	735,1951	181,8542	44,28	93,40524	735,195	183,2447	44,28	88,10123	735,1951	178,229
44,3	179,1493	735,5283	235,0655	44,3	145,3646	735,5284	199,8787	44,3	116,5541	735,5284	187,0874	44,3	101,672	735,5286	181,9331	44,3	93,58327	735,5286	183,3197	44,3	88,3174	735,5284	178,3206
44,32	179,375	735,8619	235,1564	44,32	145,6706	735,8618	199,9664	44,32	116,8664	735,8616	187,1503	44,32	101,8604	735,8619	182,0043	44,32	93,79387	735,8619	183,3159	44,32	88,4525	735,8619	178,3759
44,34	179,5356	736,1951	235,2632	44,34	146,0815	736,1951	200,0535	44,34	117,1192	736,1951	187,1503	44,34	102,1314	736,1952	182,1156	44,34	93,98858	736,1951	183,3197	44,34	88,62495	736,195	178,4706
44,36	179,7207	736,5286	235,3547	44,36	146,3119	736,5284	200,1921	44,36	117,3703	736,5283	187,2737	44,36	102,3404	736,5286	182,1588	44,36	94,16342	736,5284	183,4265	44,36	88,83874	736,5285	178,5819
44,38	179,8995	736,8618	235,4577	44,38	146,606	736,8618	200,2157	44,38	117,6333	736,8618	187,3722	44,38	102,5573	736,8619	182,2345	44,38	94,32077	736,8619	183,4977	44,38	89,03265	736,8618	178,7046
44,4	180,0752	737,1952	235,5563	44,4	146,927	737,1951	200,3186	44,4	117,9409	737,1951	187,4237	44,4	102,818	737,1951	182,3336	44,4	94,52582	737,1951	183,5257	44,4	89,26154	737,1952	178,7879
44,42	180,3128	737,5284	235,5563	44,42	147,2171	737,5284	200,3981	44,42	118,2803	737,5285	187,4949	44,42	103,0811	737,5284	182,4048	44,42	94,81271	737,5285	183,7082	44,42	89,43796	737,5284	178,8591
44,44	180,4829	737,8619	235,6281	44,44	147,45	737,8618	200,4573	44,44	118,5266	737,8618	187,5191	44,44	103,3004	737,862	182,5034	44,44	95,03206	737,8618	183,7915	44,44	89,61201	737,8618	178,8591
44,46	180,6442	738,1952	235,6955	44,46	147,7083	738,195	200,5482	44,46	118,7801	738,1951	187,6971	44,46	103,4713	738,1951	182,5314	44,46	95,1465	738,1951	183,8665	44,46	89,79639	738,1952	178,9621
44,48	180,8715	738,5284	235,7782	44,48	148,1032	738,5284	200,6594	44,48	119,075	738,5284	187,8357	44,48	103,6898	738,5286	182,7138	44,48	95,25855	738,5286	183,9536	44,48	89,92593	738,5283	179,0492
44,5	180,9819	738,8619	235,8653	44,5	148,3774	738,8618	200,8177	44,5	119,3055	738,8616	187,8637	44,5	103,9537	738,8619	182,8086	44,5	95,45247	738,8618	184,0528	44,5	90,0499	738,8619	179,1325
44,52	181,1345	739,1951	235,8773	44,52	148,6913	739,1949	200,8934	44,52	119,613	739,1953	187,9387	44,52	104,2207	739,1952	182,8918	44,52	95,74413	739,1952	184,2035	44,52	90,18977	739,1952	179,1801
44,54	181,4055	739,5284	236,0477	44,54	149,006	739,5284	201,032	44,54	119,8467	739,5284	187,9667	44,54	104,4679	739,5285	182,8721	44,54	95,95473	739,5284	184,302	44,54	90,46317	739,5284	179,3029
44,56	181,6384	739,8619	236,1151	44,56	149,2572	739,8618	201,0994	44,56	120,1208	739,8618	188,0894	44,56	104,7198	739,8619	182,9592	44,56	96,19236	739,8619	184,3376	44,56	90,68092	739,8618	179,3938
44,58	181,8291	740,195	236,2061	44,58	149,5401	740,1951	201,1979	44,58	120,4387	740,1952	188,2121	44,58	104,8986	740,1953	183,0743	44,58	96,42124	740,1951	184,4012	44,58	90,81284	740,1951	179,4453
44,6	181,969	740,5284	236,2181	44,6	149,8389	740,5284	201,1979	44,6	120,7805	740,5283	188,2795	44,6	105,087	740,5284	183,2523	44,6	96,58416	740,5286	184,5519	44,6	90,9853	740,5283	179,4771
44,62	182,1121	740,8618	236,3923	44,62	150,195	740,8616	201,2895	44,62	121,1389	740,8618	188,343	44,62	105,3429	740,862	183,3235	44,62	96,78603	740,862	184,6511	44,62	91,14742	740,8618	179,5285
44,64	182,3036	741,1951	236,468	44,64	150,5224	741,1951	201,3766	44,64	121,3408	741,1952	188,4696	44,64	105,5717	741,1952	183,3197	44,64	96,96563	741,1951	184,7299	44,64	91,36916	741,1951	179,608
44,66	182,5047	741,5284	236,4877	44,66	150,7902	741,5284	201,4834	44,66	121,611	741,5285	188,537	44,66	105,8118	741,5284	183,3477	44,66	97,212	741,5286	184,8132	44,66	91,59644	741,5284	179,7028
44,68	182,6596	741,8619	236,5748	44,68	151,1264	741,8618	201,5546	44,68	121,9447	741,8617	188,64	44,68	106,0867	741,862	183,5257	44,68	97,48618	741,8618	184,9003	44,68	91,83168	741,8619	179,7899
44,7	182,8758	742,1951	236,6657	44,7	151,4474	742,1951	201,6379	44,7	122,2769	742,1952	188,7074	44,7	106,3617	742,1951	183,6802	44,7	97,6944	742,1951	184,9086	44,7	92,03593	742,1951	179,9723
44,72	183,0323	742,5284	236,6854	44,72	151,6994	742,5283	201,7371	44,72	122,5575	742,5284	188,783	44,72	106,5739	742,5286	183,7711	44,72	97,86288	742,5285	184,9715	44,72	92,15911	742,5286	180,0512
